baseFare,reservationCharge,superfastCharge,fuelAmount,totalConcession,tatkalFare,serviceTax,otherCharge,cateringCharge,dynamicFare,totalFare,availability,trainNumber,timeStamp,fromStnCode,toStnCode,classCode,distance,duration
1107,50,0,0.0,0,0,58.0,0,0,0,1215,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0008'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0011'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0004'}]",11464,2023-10-03 22:13:07.781307,JBP,PRB,3A,397,439.0
774,40,0,0.0,0,0,41.0,0,0,0,855,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0059'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0124'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0082'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0079'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0091'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0077'}]",11464,2023-10-03 22:13:07.781307,JBP,PRB,SL,397,439.0
295,20,0,0.0,0,0,0.0,0,0,0,315,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0030'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0033'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0051'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0014'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0013'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0067'}]",11464,2023-10-03 22:13:07.781307,JBP,KPP,1A,412,454.0
2016,60,0,0.0,0,0,104.0,0,0,0,2180,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,KPP,2A,412,454.0
1197,50,0,0.0,0,0,63.0,0,0,0,1310,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0002'}]",11464,2023-10-03 22:13:07.781307,JBP,KPP,3A,412,454.0
836,40,0,0.0,0,0,44.0,0,0,0,920,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0044'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0112'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0077'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0063'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0085'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0058'}]",11464,2023-10-03 22:13:07.781307,JBP,KPP,SL,412,454.0
320,20,0,0.0,0,0,0.0,0,0,0,340,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0020'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0024'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0035'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0003'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,SJP,1A,424,467.0
2040,60,0,0.0,0,0,105.0,0,0,0,2205,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,SJP,2A,424,467.0
1207,50,0,0.0,0,0,63.0,0,0,0,1320,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0002'}]",11464,2023-10-03 22:13:07.781307,JBP,SJP,3A,424,467.0
845,40,0,0.0,0,0,45.0,0,0,0,930,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0044'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0112'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0077'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0063'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0085'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0058'}]",11464,2023-10-03 22:13:07.781307,JBP,SJP,SL,424,467.0
320,20,0,0.0,0,0,0.0,0,0,0,340,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0020'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0024'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0035'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0003'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,AKD,1A,437,482.0
2116,60,0,0.0,0,0,109.0,0,0,0,2285,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,AKD,2A,437,482.0
1250,50,0,0.0,0,0,65.0,0,0,0,1365,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0002'}]",11464,2023-10-03 22:13:07.781307,JBP,AKD,3A,437,482.0
874,40,0,0.0,0,0,46.0,0,0,0,960,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0044'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0112'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0077'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0063'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0085'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0058'}]",11464,2023-10-03 22:13:07.781307,JBP,AKD,SL,437,482.0
335,20,0,0.0,0,0,0.0,0,0,0,355,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0020'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0024'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0035'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0003'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,KSH,1A,456,501.0
2311,60,0,0.0,0,0,119.0,0,0,0,2490,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,KSH,2A,456,501.0
1364,50,0,0.0,0,0,71.0,0,0,0,1485,"[{'date': '2-12-2023', 'status': 'RAC   6/RAC   3'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '5-12-2023', 'status': 'RAC   1/RAC   1'}, {'date': '6-12-2023', 'status': 'RAC   7/RAC   7'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'RAC   3/RAC   3'}]",11464,2023-10-03 22:13:07.781307,JBP,KSH,3A,456,501.0
950,40,0,0.0,0,0,50.0,0,0,0,1040,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0034'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0102'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0067'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0053'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0081'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,KSH,SL,456,501.0
365,20,0,0.0,0,0,0.0,0,0,0,385,"[{'date': '2-12-2023', 'status': 'RAC  12/RAC   8'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0035'}, {'date': '6-12-2023', 'status': 'RAC  22/RAC  21'}, {'date': '7-12-2023', 'status': 'RAC  16/RAC  16'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0043'}]",11464,2023-10-03 22:13:07.781307,JBP,BCH,1A,467,513.0
2387,60,0,0.0,0,0,123.0,0,0,0,2570,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,BCH,2A,467,513.0
1407,50,0,0.0,0,0,73.0,0,0,0,1530,"[{'date': '2-12-2023', 'status': 'RAC   6/RAC   3'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '5-12-2023', 'status': 'RAC   1/RAC   1'}, {'date': '6-12-2023', 'status': 'RAC   7/RAC   7'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'RAC   3/RAC   3'}]",11464,2023-10-03 22:13:07.781307,JBP,BCH,3A,467,513.0
984,40,0,0.0,0,0,51.0,0,0,0,1075,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0034'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0102'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0067'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0053'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0081'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,BCH,SL,467,513.0
375,20,0,0.0,0,0,0.0,0,0,0,395,"[{'date': '2-12-2023', 'status': 'RAC  12/RAC   8'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0035'}, {'date': '6-12-2023', 'status': 'RAC  22/RAC  21'}, {'date': '7-12-2023', 'status': 'RAC  16/RAC  16'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0043'}]",11464,2023-10-03 22:13:07.781307,JBP,MKC,1A,487,532.0
2559,60,0,0.0,0,0,131.0,0,0,0,2750,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,MKC,2A,487,532.0
1507,50,0,0.0,0,0,78.0,0,0,0,1635,"[{'date': '2-12-2023', 'status': 'RAC   6/RAC   3'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '5-12-2023', 'status': 'RAC   1/RAC   1'}, {'date': '6-12-2023', 'status': 'RAC   7/RAC   7'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'RAC   3/RAC   3'}]",11464,2023-10-03 22:13:07.781307,JBP,MKC,3A,487,532.0
1050,40,0,0.0,0,0,55.0,0,0,0,1145,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0034'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0102'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0067'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0053'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0081'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,MKC,SL,487,532.0
405,20,0,0.0,0,0,0.0,0,0,0,425,"[{'date': '2-12-2023', 'status': 'RAC  12/RAC   8'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0035'}, {'date': '6-12-2023', 'status': 'RAC  22/RAC  21'}, {'date': '7-12-2023', 'status': 'RAC  16/RAC  16'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0043'}]",11464,2023-10-03 22:13:07.781307,JBP,UJN,1A,527,585.0
2602,60,0,0.0,0,0,133.0,0,0,0,2795,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,UJN,2A,527,585.0
1535,50,0,0.0,0,0,80.0,0,0,0,1665,"[{'date': '2-12-2023', 'status': 'RAC   6/RAC   3'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '5-12-2023', 'status': 'RAC   1/RAC   1'}, {'date': '6-12-2023', 'status': 'RAC   7/RAC   7'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'RAC   3/RAC   3'}]",11464,2023-10-03 22:13:07.781307,JBP,UJN,3A,527,585.0
1064,40,0,0.0,0,0,56.0,0,0,0,1160,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0034'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0102'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0067'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0053'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0081'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,UJN,SL,527,585.0
410,20,0,0.0,0,0,0.0,0,0,0,430,"[{'date': '2-12-2023', 'status': 'RAC  12/RAC   8'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0035'}, {'date': '6-12-2023', 'status': 'RAC  22/RAC  21'}, {'date': '7-12-2023', 'status': 'RAC  16/RAC  16'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0043'}]",11464,2023-10-03 22:13:07.781307,JBP,NAD,1A,582,660.0
2682,60,0,0.0,0,0,138.0,0,0,0,2880,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,NAD,2A,582,660.0
1578,50,0,0.0,0,0,82.0,0,0,0,1710,"[{'date': '2-12-2023', 'status': 'RAC   6/RAC   3'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '5-12-2023', 'status': 'RAC   1/RAC   1'}, {'date': '6-12-2023', 'status': 'RAC   7/RAC   7'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'RAC   3/RAC   3'}]",11464,2023-10-03 22:13:07.781307,JBP,NAD,3A,582,660.0
1098,40,0,0.0,0,0,57.0,0,0,0,1195,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0034'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0102'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0067'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0053'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0081'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,NAD,SL,582,660.0
425,20,0,0.0,0,0,0.0,0,0,0,445,"[{'date': '2-12-2023', 'status': 'RAC  12/RAC   8'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0035'}, {'date': '6-12-2023', 'status': 'RAC  22/RAC  21'}, {'date': '7-12-2023', 'status': 'RAC  16/RAC  16'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0043'}]",11464,2023-10-03 22:13:07.781307,JBP,KUH,1A,596,675.0
2749,60,0,0.0,0,0,141.0,0,0,0,2950,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,KUH,2A,596,675.0
1616,50,0,0.0,0,0,84.0,0,0,0,1750,"[{'date': '2-12-2023', 'status': 'RAC   6/RAC   3'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '5-12-2023', 'status': 'RAC   1/RAC   1'}, {'date': '6-12-2023', 'status': 'RAC   7/RAC   7'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'RAC   3/RAC   3'}]",11464,2023-10-03 22:13:07.781307,JBP,KUH,3A,596,675.0
1121,40,0,0.0,0,0,59.0,0,0,0,1220,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0034'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0102'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0067'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0053'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0081'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,KUH,SL,596,675.0
430,20,0,0.0,0,0,0.0,0,0,0,450,"[{'date': '2-12-2023', 'status': 'RAC  12/RAC   8'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0035'}, {'date': '6-12-2023', 'status': 'RAC  22/RAC  21'}, {'date': '7-12-2023', 'status': 'RAC  16/RAC  16'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0043'}]",11464,2023-10-03 22:13:07.781307,JBP,RTM,1A,624,705.0
2787,60,0,0.0,0,0,143.0,0,0,0,2990,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,RTM,2A,624,705.0
1640,50,0,0.0,0,0,85.0,0,0,0,1775,"[{'date': '2-12-2023', 'status': 'RAC   6/RAC   3'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '5-12-2023', 'status': 'RAC   1/RAC   1'}, {'date': '6-12-2023', 'status': 'RAC   7/RAC   7'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'RAC   3/RAC   3'}]",11464,2023-10-03 22:13:07.781307,JBP,RTM,3A,624,705.0
1141,40,0,0.0,0,0,59.0,0,0,0,1240,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0034'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0102'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0067'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0053'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0081'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,RTM,SL,624,705.0
440,20,0,0.0,0,0,0.0,0,0,0,460,"[{'date': '2-12-2023', 'status': 'RAC  12/RAC   8'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0035'}, {'date': '6-12-2023', 'status': 'RAC  22/RAC  21'}, {'date': '7-12-2023', 'status': 'RAC  16/RAC  16'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0043'}]",11464,2023-10-03 22:13:07.781307,JBP,MGN,1A,704,776.0
2835,60,0,0.0,0,0,145.0,0,0,0,3040,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,MGN,2A,704,776.0
1664,50,0,0.0,0,0,86.0,0,0,0,1800,"[{'date': '2-12-2023', 'status': 'RAC   6/RAC   3'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '5-12-2023', 'status': 'RAC   1/RAC   1'}, {'date': '6-12-2023', 'status': 'RAC   7/RAC   7'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'RAC   3/RAC   3'}]",11464,2023-10-03 22:13:07.781307,JBP,MGN,3A,704,776.0
1155,40,0,0.0,0,0,60.0,0,0,0,1255,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0034'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0102'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0067'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0053'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0081'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,MGN,SL,704,776.0
445,20,0,0.0,0,0,0.0,0,0,0,465,"[{'date': '2-12-2023', 'status': 'RAC  12/RAC   8'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0035'}, {'date': '6-12-2023', 'status': 'RAC  22/RAC  21'}, {'date': '7-12-2023', 'status': 'RAC  16/RAC  16'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0043'}]",11464,2023-10-03 22:13:07.781307,JBP,DHD,1A,737,802.0
2873,60,0,0.0,0,0,147.0,0,0,0,3080,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,DHD,2A,737,802.0
1688,50,0,0.0,0,0,87.0,0,0,0,1825,"[{'date': '2-12-2023', 'status': 'RAC   6/RAC   3'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '5-12-2023', 'status': 'RAC   1/RAC   1'}, {'date': '6-12-2023', 'status': 'RAC   7/RAC   7'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'RAC   3/RAC   3'}]",11464,2023-10-03 22:13:07.781307,JBP,DHD,3A,737,802.0
1174,40,0,0.0,0,0,61.0,0,0,0,1275,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0034'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0102'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0067'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0053'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0081'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,DHD,SL,737,802.0
455,20,0,0.0,0,0,0.0,0,0,0,475,"[{'date': '2-12-2023', 'status': 'RAC  12/RAC   8'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0035'}, {'date': '6-12-2023', 'status': 'RAC  22/RAC  21'}, {'date': '7-12-2023', 'status': 'RAC  16/RAC  16'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0043'}]",11464,2023-10-03 22:13:07.781307,JBP,GDA,1A,812,890.0
2897,60,0,0.0,0,0,148.0,0,0,0,3105,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0002'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0006'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0005'}, {'date': '6-12-2023', 'status': 'GNWL2/WL2'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'GNWL1/WL1'}]",11464,2023-10-03 22:13:07.781307,JBP,GDA,2A,812,890.0
1702,50,0,0.0,0,0,88.0,0,0,0,1840,"[{'date': '2-12-2023', 'status': 'RAC   6/RAC   3'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0004'}, {'date': '5-12-2023', 'status': 'RAC   1/RAC   1'}, {'date': '6-12-2023', 'status': 'RAC   7/RAC   7'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0010'}, {'date': '9-12-2023', 'status': 'RAC   3/RAC   3'}]",11464,2023-10-03 22:13:07.781307,JBP,GDA,3A,812,890.0
1179,40,0,0.0,0,0,61.0,0,0,0,1280,"[{'date': '2-12-2023', 'status': 'AVAILABLE-0034'}, {'date': '3-12-2023', 'status': 'AVAILABLE-0102'}, {'date': '5-12-2023', 'status': 'AVAILABLE-0067'}, {'date': '6-12-2023', 'status': 'AVAILABLE-0053'}, {'date': '7-12-2023', 'status': 'AVAILABLE-0081'}, {'date': '9-12-2023', 'status': 'AVAILABLE-0057'}]",11464,2023-10-03 22:13:07.781307,JBP,GDA,SL,812,890.0
